1491015600,751.61
1491015630,745.84
1491015660,750.45
1491015690,753.92
1491015720,749.30
1491015750,750.45
1491015780,752.76
1491015810,750.45
1491015840,763.15
1491015870,751.61
1491015900,758.54
1491015930,756.23
1491015960,750.45
1491015990,760.85
1491016020,744.68
1491016050,756.23
1491016080,743.53
1491016110,748.15
1491016140,759.69
1491016170,743.53
1491016200,746.99
1491016230,755.07
1491016260,742.37
1491016290,745.84
1491016320,746.99
1491016350,753.92
1491016380,743.53
1491016410,740.06
1491016440,748.15
1491016470,749.30
1491016500,737.75
1491016530,734.29
1491016560,740.06
1491016590,735.45
1491016620,740.06
1491016650,745.84
1491016680,736.60
1491016710,734.29
1491016740,740.06
1491016770,744.68
1491016800,737.75
1491016830,744.68
1491016860,744.68
1491016890,748.15
1491016920,816.26
1491016950,749.30
1491016980,741.22
1491017010,744.68
1491017040,738.91
1491017070,745.84
1491017100,737.75
1491017130,743.53
1491017160,736.60
1491017190,742.37
1491017220,750.45
1491017250,735.45
1491017280,743.53
1491017310,743.53
1491017340,736.60
1491017370,736.60
1491017400,770.08
1491017430,787.40
1491017460,748.15
1491017490,753.92
1491017520,770.08
1491017550,750.45
1491017580,753.92
1491017610,741.22
1491017640,743.53
1491017670,825.50
1491017700,832.43
1491017730,823.19
1491017760,830.12
1491017790,823.19
1491017820,823.19
1491017850,828.96
1491017880,736.60
1491017910,731.98
1491017940,735.45
1491017970,748.15
1491018000,741.22
1491018030,835.89
1491018060,824.35
1491018090,823.19
1491018120,736.60
1491018150,749.30
1491018180,755.07
1491018210,757.38
1491018240,665.02
1491018270,666.17
1491018300,669.64
1491018330,673.10
1491018360,683.49
1491018390,670.79
1491018420,756.23
1491018450,5979.39
1491018480,5973.62
1491018510,5843.15
1491018540,5876.64
1491018570,5885.87
1491018600,5868.55
1491018630,5865.09
1491018660,5956.30
1491018690,5956.30
1491018720,5943.60
1491018750,5935.52
1491018780,5971.31
1491018810,962.89
1491018840,967.51
1491018870,966.35
1491018900,964.05
1491018930,966.35
1491018960,957.12
1491018990,958.27
1491019020,966.35
1491019050,600.36
1491019080,602.67
1491019110,599.21
1491019140,599.21
1491019170,596.90
1491019200,601.52
1491019230,603.83
1491019260,596.90
1491019290,593.44
1491019320,596.90
1491019350,640.77
1491019380,609.60
1491019410,596.90
1491019440,592.28
1491019470,592.28
1491019500,606.14
1491019530,686.95
1491019560,688.11
1491019590,682.34
1491019620,598.05
1491019650,587.66
1491019680,593.44
1491019710,588.82
1491019740,587.66
1491019770,589.97
1491019800,591.13
1491019830,583.05
1491019860,583.05
1491019890,586.51
1491019920,592.28
1491019950,586.51
1491019980,584.20
1491020010,593.44
1491020040,579.58
1491020070,583.05
1491020100,580.74
1491020130,584.20
1491020160,586.51
1491020190,580.74
1491020220,580.74
1491020250,580.74
1491020280,577.27
1491020310,580.74
1491020340,577.27
1491020370,583.05
1491020400,696.19
1491020430,699.65
1491020460,660.40
1491020490,629.23
1491020520,700.81
1491020550,628.07
1491020580,636.15
1491020610,635.00
1491020640,623.45
1491020670,625.76
1491020700,625.76
1491020730,631.54
1491020760,719.28
1491020790,716.97
1491020820,719.28
1491020850,720.44
1491020880,554.18
1491020910,550.72
1491020940,454.89
1491020970,466.44
1491021000,453.74
1491021030,4424.22
1491021060,868.22
1491021090,830.12
1491021120,830.12
1491021150,774.70
1491021180,737.75
1491021210,738.91
1491021240,731.98
1491021270,727.36
1491021300,720.44
1491021330,741.22
1491021360,723.90
1491021390,722.75
1491021420,713.51
1491021450,722.75
1491021480,729.67
1491021510,726.21
1491021540,721.59
1491021570,718.13
1491021600,716.97
1491021630,705.43
1491021660,740.06
1491021690,713.51
1491021720,703.12
1491021750,707.74
1491021780,707.74
1491021810,707.74
1491021840,706.58
1491021870,721.59
1491021900,710.05
1491021930,719.28
1491021960,711.20
1491021990,707.74
1491022020,710.05
1491022050,715.82
1491022080,701.96
1491022110,707.74
1491022140,707.74
1491022170,701.96
1491022200,704.27
1491022230,695.04
1491022260,700.81
1491022290,703.12
1491022320,695.04
1491022350,696.19
1491022380,693.88
1491022410,701.96
1491022440,690.42
1491022470,691.57
1491022500,693.88
1491022530,693.88
1491022560,689.26
1491022590,686.95
1491022620,719.28
1491022650,690.42
1491022680,690.42
1491022710,691.57
1491022740,689.26
1491022770,689.26
1491022800,686.95
1491022830,685.80
1491022860,686.95
1491022890,695.04
1491022920,701.96
1491022950,688.11
1491022980,688.11
1491023010,684.65
1491023040,689.26
1491023070,691.57
1491023100,686.95
1491023130,673.10
1491023160,669.64
1491023190,720.44
1491023220,684.65
1491023250,712.35
1491023280,678.87
1491023310,667.33
1491023340,688.11
1491023370,736.60
1491023400,677.72
1491023430,675.41
1491023460,688.11
1491023490,680.03
1491023520,701.96
1491023550,681.18
1491023580,696.19
1491023610,741.22
1491023640,685.80
1491023670,686.95
1491023700,683.49
1491023730,683.49
1491023760,696.19
1491023790,710.05
1491023820,666.17
1491023850,673.10
1491023880,673.10
1491023910,663.86
1491023940,685.80
1491023970,723.90
1491024000,665.02
1491024030,682.34
1491024060,683.49
1491024090,731.98
1491024120,688.11
1491024150,684.65
1491024180,691.57
1491024210,686.95
1491024240,677.72
1491024270,675.41
1491024300,666.17
1491024330,669.64
1491024360,662.71
1491024390,665.02
1491024420,670.79
1491024450,668.48
1491024480,661.55
1491024510,663.86
1491024540,667.33
1491024570,666.17
1491024600,660.40
1491024630,661.55
1491024660,658.09
1491024690,665.02
1491024720,655.78
1491024750,661.55
1491024780,660.40
1491024810,660.40
1491024840,656.94
1491024870,660.40
1491024900,666.17
1491024930,660.40
1491024960,756.23
1491024990,745.84
1491025020,479.14
1491025050,393.70
1491025080,383.31
1491025110,383.31
1491025140,390.24
1491025170,386.77
1491025200,389.08
1491025230,472.21
1491025260,531.09
1491025290,539.17
1491025320,386.77
1491025350,630.38
1491025380,598.05
1491025410,594.59
1491025440,586.51
1491025470,580.74
1491025500,604.98
1491025530,586.51
1491025560,600.36
1491025590,586.51
1491025620,586.51
1491025650,593.44
1491025680,592.28
1491025710,581.89
1491025740,600.36
1491025770,594.59
1491025800,596.90
1491025830,617.68
1491025860,623.45
1491025890,646.55
1491025920,623.45
1491025950,622.30
1491025980,628.07
1491026010,619.99
1491026040,622.30
1491026070,632.69
1491026100,629.23
1491026130,635.00
1491026160,635.00
1491026190,625.76
1491026220,625.76
1491026250,621.15
1491026280,625.76
1491026310,636.15
1491026340,616.53
1491026370,624.61
1491026400,631.54
1491026430,638.46
1491026460,629.23
1491026490,622.30
1491026520,621.15
1491026550,613.06
1491026580,632.69
1491026610,625.76
1491026640,619.99
1491026670,629.23
1491026700,638.46
1491026730,622.30
1491026760,623.45
1491026790,613.06
1491026820,616.53
1491026850,615.37
1491026880,615.37
1491026910,619.99
1491026940,613.06
1491026970,614.22
1491027000,644.24
1491027030,609.60
1491027060,609.60
1491027090,609.60
1491027120,609.60
1491027150,606.14
1491027180,613.06
1491027210,608.45
1491027240,614.22
1491027270,608.45
1491027300,1043.71
1491027330,1032.16
1491027360,781.63
1491027390,766.62
1491027420,763.15
1491027450,758.54
1491027480,752.76
1491027510,758.54
1491027540,748.15
1491027570,753.92
1491027600,743.53
1491027630,746.99
1491027660,753.92
1491027690,750.45
1491027720,750.45
1491027750,743.53
1491027780,750.45
1491027810,743.53
1491027840,730.83
1491027870,738.91
1491027900,733.14
1491027930,750.45
1491027960,730.83
1491027990,726.21
1491028020,755.07
1491028050,723.90
1491028080,727.36
1491028110,733.14
1491028140,728.52
1491028170,735.45
1491028200,718.13
1491028230,716.97
1491028260,715.82
1491028290,715.82
1491028320,712.35
1491028350,733.14
1491028380,722.75
1491028410,723.90
1491028440,714.66
1491028470,714.66
1491028500,711.20
1491028530,714.66
1491028560,715.82
1491028590,707.74
1491028620,723.90
1491028650,663.86
1491028680,476.83
1491028710,480.29
1491028740,476.83
1491028770,476.83
1491028800,479.14
1491028830,474.52
1491028860,477.98
1491028890,474.52
1491028920,475.67
1491028950,476.83
1491028980,477.98
1491029010,476.83
1491029040,477.98
1491029070,477.98
1491029100,476.83
1491029130,477.98
1491029160,473.36
1491029190,477.98
