11985,0,0,0,0
12000,0,0,0,0
12015,0,0,0,0
12030,0,0,0,0
12045,0,0,0,0
12060,0,0,0,0
12075,0,0,0,0
12090,0,0,0,0
12105,0,0,0,0
12120,0,0,0,0
12135,0,0,0,0
12150,0,0,0,0
12165,0,0,0,0
12180,0,0,0,0
12195,0,0,0,0
12210,0,0,0,0
12225,0,0,0,0
12240,0,0,0,0
12255,0,0,0,0
12270,0,0,0,0
12285,0,0,0,0
12300,0,0,0,0
12315,0,0,0,0
12330,0,0,0,0
12345,0,0,0,0
12360,0,0,0,0
12375,0,0,0,0
12390,0,0,0,0
12405,0,0,0,0
12420,0,0,0,0
12435,0,0,0,0
12450,143,0,0,143
12465,143,0,0,143
12480,149,0,0,149
12495,149,0,0,149
12510,149,0,0,149
12525,149,0,0,149
12540,149,0,0,149
12555,147,0,0,147
12570,145,0,0,145
12585,143,0,0,143
12600,142,0,0,142
12615,141,0,0,141
12630,139,0,0,139
12645,139,0,0,139
12660,136,0,0,136
12675,136,0,0,136
12690,134,0,0,134
12705,132,0,0,132
12720,132,0,0,132
12735,132,0,0,132
12750,130,0,0,130
12765,130,0,0,130
12780,130,0,0,130
12795,130,0,0,130
12810,128,0,0,128
12825,128,0,0,128
12840,128,0,0,128
12855,128,0,0,128
12870,128,0,0,128
12885,128,0,0,128
12900,128,0,0,128
12915,128,0,0,128
12930,128,0,0,128
12945,126,0,0,126
12960,126,0,0,126
12975,126,0,0,126
12990,126,0,0,126
13005,126,0,0,126
13020,126,0,0,126
13035,126,0,0,126
13050,128,0,0,128
13065,126,0,0,126
13080,128,0,0,128
13095,126,0,0,126
13110,128,0,0,128
13125,126,0,0,126
13140,128,0,0,128
13155,132,0,0,132
13170,130,0,0,130
13185,126,0,0,126
13200,0,0,0,0
13215,0,0,0,0
13230,0,0,0,0
13245,0,0,0,0
13260,0,0,0,0
13275,0,0,0,0
13290,0,0,0,0
13305,0,0,0,0
13320,0,0,0,0
13335,0,0,0,0
13350,0,0,0,0
13365,0,0,0,0
13380,4,0,0,4
13395,0,0,0,0
13410,0,0,0,0
13425,0,0,0,0
13440,0,0,0,0
13455,0,0,0,0
13470,0,0,0,0
13485,0,0,0,0
13500,0,0,0,0
13515,0,0,0,0
13530,0,0,0,0
13545,3,0,0,3
13560,0,0,0,0
13575,0,0,0,0
13590,0,0,0,0
13605,0,0,0,0
13620,0,0,0,0
13635,2,0,0,2
13650,0,0,0,0
13665,0,0,0,0
13680,0,0,0,0
13695,0,0,0,0
13710,0,0,0,0
13725,0,0,0,0
13740,0,0,0,0
13755,0,0,0,0
13770,0,0,0,0
13785,0,0,0,0
13800,0,0,0,0
13815,0,0,0,0
13830,0,0,0,0
13845,0,0,0,0
13860,0,0,0,0
13875,0,0,0,0
13890,0,0,0,0
13905,0,0,0,0
13920,0,0,0,0
13935,0,0,0,0
13950,0,0,0,0
13965,0,0,0,0
13980,1.333333333,0,0,1.333333333
13995,0,0,0,0
14010,0,0,0,0
14025,0,0,0,0
14040,0,0,0,0
14055,0,0,0,0
14070,0,0,0,0
14085,0,0,0,0
14100,0,0,0,0
14115,0,0,0,0
14130,0,0,0,0
14145,0,0,0,0
14160,0,0,0,0
14175,4,0,0,4
14190,0,0,0,0
14205,0,0,0,0
14220,0,0,0,0
14235,0,0,0,0
14250,0,0,0,0
14265,0,0,0,0
14280,0,0,0,0
14295,0,0,0,0
14310,0,0,0,0
14325,0,0,0,0
14340,0,0,0,0
14355,0,0,0,0
14370,0,0,0,0
14385,0,0,0,0
14400,0,0,0,0
14415,0,0,0,0
14430,0,0,0,0
14445,90,0,0,90
14460,139,0,0,139
14475,146,0,0,146
14490,147,0,0,147
14505,147,0,0,147
14520,145,0,0,145
14535,145,0,0,145
14550,145,0,0,145
14565,145,0,0,145
14580,143,0,0,143
14595,141,0,0,141
14610,139,0,0,139
14625,139,0,0,139
14640,136,0,0,136
14655,136,0,0,136
14670,134,0,0,134
14685,132,0,0,132
14700,132,0,0,132
14715,141,0,0,141
14730,132,0,0,132
14745,130,0,0,130
14760,130,0,0,130
14775,128,0,0,128
14790,128,0,0,128
14805,128,0,0,128
14820,128,0,0,128
14835,128,0,0,128
14850,128,0,0,128
14865,128,0,0,128
14880,128,0,0,128
14895,126,0,0,126
14910,126,0,0,126
14925,126,0,0,126
14940,126,0,0,126
14955,128,0,0,128
14970,128,0,0,128
14985,126,0,0,126
15000,126,0,0,126
15015,126,0,0,126
15030,126,0,0,126
15045,126,0,0,126
15060,126,0,0,126
15075,126,0,0,126
15090,126,0,0,126
15105,126,0,0,126
15120,126,0,0,126
15135,126,0,0,126
15150,126,0,0,126
15165,124,0,0,124
15180,124,0,0,124
15195,124,0,0,124
15210,124,0,0,124
15225,124,0,0,124
15240,124,0,0,124
15255,124,0,0,124
15270,124,0,0,124
15285,124,0,0,124
15300,6,0,0,6
15315,0,0,0,0
15330,0,0,0,0
15345,0,0,0,0
15360,0,0,0,0
