param: TS:  Ptotal:=
1	364.84
2	368.3
3	367.15
4	364.84
5	363.68
6	365.99
7	365.99
8	369.45
9	103.91
10	105.06
11	106.22
12	106.22
13	106.22
14	105.06
15	106.22
16	105.06
17	103.91
18	105.06
19	108.53
20	106.22
21	105.06
22	106.22
23	106.22
24	103.91
25	105.06
26	106.22
27	106.22
28	105.06
29	105.06
30	103.91
31	107.37
32	103.91
33	534.55
34	518.39
35	520.7
36	524.16
37	525.32
38	524.16
39	512.62
40	514.93
41	514.93
42	510.31
43	508.0
44	504.54
45	504.54
46	504.54
47	502.23
48	498.76
49	499.92
50	495.3
51	495.3
52	499.92
53	491.84
54	495.3
55	492.99
56	496.45
57	494.15
58	491.84
59	490.68
60	489.53
61	489.53
62	484.91
63	484.91
64	484.91
65	484.91
66	483.75
67	483.75
68	483.75
69	483.75
70	484.91
71	480.29
72	481.45
73	481.45
74	483.75
75	480.29
76	477.98
77	480.29
78	477.98
79	481.45
80	476.83
81	479.14
82	477.98
83	479.14
84	480.29
85	480.29
86	474.52
87	471.05
88	476.83
89	818.57
90	802.41
91	794.33
92	797.79
93	797.79
94	795.48
95	798.95
96	792.02
97	797.79
98	788.55
99	801.25
100	795.48
101	790.86
102	787.4
103	788.55
104	370.61
105	371.76
106	376.38
107	374.07
108	372.92
109	372.92
110	371.76
111	370.61
112	370.61
113	371.76
114	370.61
115	368.3
116	370.61
117	365.99
118	365.99
119	367.15
120	363.68
121	365.99
122	364.84
123	364.84
124	364.84
125	364.84
126	103.91
127	103.91
128	107.37
129	105.06
130	208.97
131	217.05
132	215.9
133	218.21
134	218.21
135	214.75
136	217.05
137	215.9
138	212.44
139	208.97
140	210.13
141	211.28
142	212.44
143	212.44
144	211.28
145	211.28
146	211.28
147	214.75
148	212.44
149	213.59
150	212.44
151	213.59
152	211.28
153	213.59
154	212.44
155	210.13
156	213.59
157	208.97
158	208.97
159	207.82
160	211.28
161	211.28
162	210.13
163	210.13
164	208.97
165	208.97
166	207.82
167	588.82
168	570.35
169	571.5
170	577.27
171	571.5
172	570.35
173	564.57
174	562.26
175	562.26
176	558.8
177	556.49
178	553.03
179	553.03
180	549.56
181	547.25
182	547.25
183	544.95
184	543.79
185	541.48
186	542.64
187	538.02
188	539.17
189	538.02
190	532.25
191	532.25
192	533.4
193	535.71
194	531.09
195	527.63
196	528.78
197	528.78
198	526.47
199	525.32
200	524.16
201	520.7
202	525.32
203	523.01
204	524.16
205	521.85
206	524.16
207	520.7
208	519.55
209	521.85
210	835.89
211	850.9
212	831.27
213	823.19
214	817.42
215	818.57
216	823.19
217	830.12
218	826.65
219	824.35
220	826.65
221	827.81
222	813.95
223	824.35
224	818.57
225	818.57
226	818.57
227	815.11
228	808.18
229	818.57
230	811.65
231	817.42
232	811.65
233	812.8
234	415.64
235	412.17
236	411.02
237	412.17
238	409.86
239	411.02
240	411.02
241	408.71
242	411.02
243	408.71
244	412.17
245	408.71
246	205.51
247	205.51
248	208.97
249	205.51
250	203.2
251	206.66
252	206.66
253	205.51
254	210.13
255	206.66
256	204.35
257	207.82
258	208.97
259	208.97
260	210.13
261	207.82
262	206.66
263	204.35
264	205.51
265	205.51
266	206.66
267	204.35
268	205.51
269	205.51
270	204.35
271	205.51
272	206.66
273	205.51
274	205.51
275	205.51
276	207.82
277	205.51
278	206.66
279	207.82
280	205.51
281	204.35
282	205.51
283	205.51
284	205.51
285	205.51
286	205.51
287	205.51
288	208.97
289	206.66
290	207.82
291	205.51
292	206.66
293	204.35
294	207.82
295	204.35
296	205.51
297	208.97
298	584.2
299	564.57
300	568.04
301	574.96
302	569.19
303	564.57
304	558.8
305	559.95
306	554.18
307	556.49
308	554.18
309	548.41
310	549.56
311	544.95
312	542.64
313	546.1
314	543.79
315	538.02
316	540.33
317	535.71
318	539.17
319	538.02
320	535.71
321	536.86
322	531.09
323	533.4
324	527.63
325	526.47
326	526.47
327	521.85
328	852.05
329	832.43
330	825.5
331	819.73
332	824.35
333	828.96
334	820.88
335	826.65
336	822.04
337	825.5
338	819.73
339	818.57
340	815.11
341	816.26
342	817.42
343	816.26
344	816.26
345	812.8
346	815.11
347	810.49
348	809.34
349	807.03
350	809.34
351	811.65
352	809.34
353	813.95
354	808.18
355	805.87
356	813.95
357	807.03
358	807.03
359	812.8
360	807.03
361	807.03
362	802.41
363	803.56
364	798.95
365	804.72
366	808.18
367	205.51
368	203.2
369	205.51
370	203.2
371	206.66
372	205.51
373	203.2
374	206.66
375	206.66
376	205.51
377	205.51
378	206.66
379	205.51
380	205.51
381	205.51
382	205.51
383	204.35
384	220.52
385	315.19
386	335.97
387	331.35
388	334.82
389	337.13
390	338.28
391	332.51
392	333.66
393	332.51
394	331.35
395	331.35
396	331.35
397	334.82
398	337.13
399	332.51
400	333.66
401	334.82
402	333.66
403	337.13
404	338.28
405	337.13
406	334.82
407	331.35
408	332.51
409	337.13
410	322.12
411	337.13
412	333.66
413	329.05
414	329.05
415	333.66
416	332.51
417	331.35
418	337.13
419	338.28
420	339.44
421	333.66
422	332.51
423	331.35
424	334.82
425	332.51
426	332.51
427	331.35
428	323.27
429	332.51
430	686.95
431	669.64
432	654.63
433	666.17
434	666.17
435	660.4
436	650.01
437	593.44
438	908.63
439	904.01
440	890.15
441	884.38
442	885.54
443	890.15
444	889.0
445	880.92
