param: TS:  Ptotal:=
446	876.3
447	880.92
448	877.45
449	872.84
450	871.68
451	870.53
452	865.91
453	870.53
454	863.6
455	868.22
456	865.91
457	864.75
458	862.45
459	863.6
460	860.14
461	850.9
462	855.52
463	850.9
464	840.51
465	840.51
466	858.98
467	837.05
468	840.51
469	831.27
470	848.59
471	846.28
472	841.66
473	831.27
474	890.15
475	884.38
476	835.89
477	839.35
478	838.2
479	830.12
480	830.12
481	832.43
482	832.43
483	835.89
484	832.43
485	826.65
486	825.5
487	831.27
488	830.12
489	824.35
490	841.66
491	831.27
492	834.74
493	812.8
494	826.65
495	824.35
496	824.35
497	826.65
498	529.94
499	527.63
500	527.63
501	529.94
502	531.09
503	525.32
504	525.32
505	528.78
506	524.16
507	524.16
508	527.63
509	526.47
510	525.32
511	529.94
512	529.94
513	517.24
514	521.85
515	520.7
516	516.08
517	516.08
518	510.31
519	514.93
520	509.15
521	509.15
522	508.0
523	506.85
524	510.31
525	514.93
526	502.23
527	506.85
528	505.69
529	509.15
530	499.92
531	501.07
532	160.48
533	175.49
534	157.02
535	155.86
536	159.33
537	148.94
538	151.25
539	154.71
540	151.25
541	151.25
542	148.94
543	151.25
544	152.4
545	147.78
546	140.85
547	145.47
548	142.01
549	147.78
550	143.16
551	147.78
552	150.09
553	143.16
554	144.32
555	140.85
556	143.16
557	144.32
558	139.7
559	139.7
560	138.55
561	144.32
562	137.39
563	138.55
564	139.7
565	135.08
566	131.62
567	136.24
568	131.62
569	130.46
570	129.31
571	131.62
572	128.15
573	2542.31
574	415.64
575	398.32
576	390.24
577	374.07
578	372.92
579	379.85
580	377.54
581	382.15
582	376.38
583	375.23
584	372.92
585	371.76
586	370.61
587	369.45
588	368.3
589	371.76
590	367.15
591	367.15
592	368.3
593	365.99
594	362.53
595	368.3
596	835.89
597	823.19
598	827.81
599	837.05
600	825.5
601	830.12
602	820.88
603	816.26
604	815.11
605	797.79
606	809.34
607	804.72
608	798.95
609	798.95
610	794.33
611	789.71
612	792.02
613	788.55
614	787.4
615	786.25
616	785.09
617	481.45
618	482.6
619	475.67
620	476.83
621	481.45
622	480.29
623	475.67
624	477.98
625	480.29
626	483.75
627	481.45
628	482.6
629	480.29
630	482.6
631	479.14
632	483.75
633	481.45
634	483.75
635	481.45
636	476.83
637	483.75
638	474.52
639	481.45
640	475.67
;
