param: TS:  Ptotal:=
		1	0
		2	0
		3	0
		4	0
		5	0
		6	0
		7	0
		8	0
		9	0
		10	0
		11	0
		12	0
		13	0
		14	0
		15	0
		16	0
		17	0
		18	0
		19	0
		20	0
		21	0
		22	0
		23	0
		24	0
		25	0
		26	0
		27	0
		28	879
		29	879
		30	874
		31	872
		32	868
		33	870
		34	865
		35	868
		36	870
		37	872
		38	870
		39	862
		40	862.6666667
		41	853
		42	852.3333333
		43	848.3333333
		44	844
		45	857
		46	857
		47	862
		48	859
		49	866
		50	872
		51	874
		52	866
		53	872
		54	872
		55	872
		56	9.5
		57	0
		58	0
		59	0
		60	0
		61	0
		62	0
		63	0
		64	0
		65	0
		66	0
		67	0
		68	0
		69	0
		70	0
		71	0
		72	0
		73	0
		74	0
		75	0
		76	0
		77	0
		78	0
		79	0
		80	0
		81	0
		82	0
		83	0
		84	0
		85	0
		86	0
		87	0
		88	0
		89	0
		90	0
		91	0
		92	0
		93	0
		94	0
		95	0
		96	0
		97	0
		98	0
		99	0
		100	0
		101	0
		102	0
		103	0
		104	0
		105	0
		106	0
		107	0
		108	0
		109	0
		110	0
		111	0
		112	0
		113	0
		114	0
		115	0
		116	0
		117	0
		118	0
		119	0
		120	0
		121	0
		122	0
		123	0
		124	0
		125	147
		126	151
		127	156
		128	156
		129	155
		130	154
		131	151
		132	149
		133	148
		134	145
		135	145
		136	145
		137	143
		138	143
		139	141
		140	139
		141	139
		142	136
		143	136
		144	136
		145	134
		146	134
		147	134
		148	132
		149	132
		150	132
		151	132
		152	130
		153	130
		154	130
		155	130
		156	130
		157	130
		158	130
		159	130
		160	130
		161	130
		162	130
		163	130
		164	130
		165	130
		166	130
		167	131
		168	130
		169	128
		170	130
		171	130
		172	128
		173	128
		174	128
		175	128
		176	128
		177	128
		178	128
		179	129
		180	128
		181	0
		182	0
		183	0
		184	0
		185	0
		186	0
		187	0
		188	0
		189	0
		190	0
		191	0
		192	0
		193	0
		194	0
		195	0
		196	0
		197	6
		198	0
		199	0
		200	0
		201	0
		202	0
		203	0
		204	0
		205	0
		206	9
		207	9
		208	4
		209	0
		210	0
		211	0
		212	0
		213	0
		214	0
		215	0
		216	0
		217	1
		218	9
		219	0
